"ARI","AMI","NMI","Mean_Silhouette"
0.00259412442781768,0.000947835453539207,0.00452623945513783,-0.0138029656886783
0.339230605806812,0.492429114962082,0.496939977588299,-0.433006001645353
0.0240524002136235,0.00667560917824356,0.00767797776176285,0.0850229100722847
0.554423239107961,0.55740357681521,0.575699098262337,-0.136332098078183
-0.00109418509418501,0.000370576348533688,0.00308087706709942,0.109645740738438
0.287232653061224,0.329072708949727,0.337365442874842,0.151736054684689
0.00603035466547914,0.00694538583771716,0.0225914616384839,-0.0755481412587644
0.110836655200393,0.140569633420396,0.149607205448138,0.0579835902803434
0.00117264516129027,0.000842316339338442,0.00374270316246934,0.144644940261688
0.0202636654249557,0.0120589593223757,0.0134825006446783,0.0809801611569731
0.0854116065443862,0.0622650729931322,0.0656751115491361,0.057694055908868
0.0294117647058823,0.0405788491899731,0.0478287411699869,0.190244831279777
-0.0419380768132253,0.0129289129686394,0.0131502862913226,0.181876050685264
0.00684049376230392,0.00532928116949702,0.0082215608141542,0.0647776105391796
0.0157254578623673,-0.00217759206665546,0.00200478625742585,0.382744900015659
-0.00840383484732805,-0.00618557796220581,0.000453284909988003,0.239897306921009
-0.000292076543957628,-0.000210224808455533,2.21134441769586e-05,0.013721391342109
0.00400898982487293,0.00175957326547625,0.0024883684934283,0.0250490130334138
-0.000641617657516109,-0.000609856725042799,0.000116921115295671,0.0267350520983364
0.0241704240695395,0.0144663979958368,0.0173623371674555,0.141443879176477
-0.00142735202209879,-0.00112195206108169,0.000329564909566883,0.0683885891336518
-0.000981012646320019,-0.000697118337527489,0.000751187718167881,0.0667834102407913
-0.00364963503649634,-0.00188235485579264,0.00549116995029118,0.12191774581529
0.00444444444444444,0.00160855200675874,0.0089768019784453,0.100008123131458
0.00229507446565952,0.00166179841900498,0.00281685857016395,0.0703174280240106
-0.000554711941382591,-0.000310116875361456,2.43552009375693e-05,0.0423742450406694
-0.000772504445960554,-0.000626502646108631,0.000467731198646747,0.0790465929221596
-0.0037450806144471,-0.00270025803062399,0.000187698728089074,0.0960118449082474
0.180924039223634,0.133926011631657,0.139208230768884,0.34665272873716
0.151479690448037,0.111003351046528,0.117532017690296,0.108454692583208
0.00935617318648961,0.00301587749196722,0.00449870181146527,0.0586931673071176
0.00375325157933849,0.00197928296888739,0.00489012259284384,0.0731475645334614
0.00112706576977424,0.000823895916592292,0.0019152351664493,0.0456079594787055
0.00418726092980352,0.00301904505481773,0.00373931266026519,0.00939485510925131
0.034779196707466,0.0244302682841872,0.0282754423838438,0.248147902131883
0.00191682454066424,0.0004818161454725,0.00121233808479793,0.0421785201856381
-0.00101516450135109,-0.000187355869631809,0.00136929353120445,0.100824000346528
0.0859796136030013,0.0514204029785863,0.0544489388020676,0.208160825757491
-0.00179986865147262,-0.000987717578686558,0.000470573921480078,0.0314406969524246
-0.000774607788089308,-0.000557904720800176,0.00053485552984481,0.0465344346534128
0.0194802840934101,0.00473928185643883,0.00779764198899451,0.0485753496154796
0.00267751866075957,0.00187050177096072,0.00263000056886252,0.0426822849817732
0.00170524859519953,0.00120708130800767,0.00192881095747656,0.0121364028567657
-0.00150500482705737,-0.000558069285637104,0.0009013154604402,0.0370843046917343
0.0463510683463375,0.0335350464109776,0.035377883945469,0.0923087222500405
0.00118874574095127,0.000454585040929492,0.00336489314034987,0.0754447981114266
0.00283893526260306,0.000536499475947347,0.0020050604382575,0.0191074113518162
0.0144060122397209,0.0114642111873677,0.0128995058547362,0.0527776438539101
-0.000207049075355192,-0.000149374060104871,3.81939268300055e-05,0.00725723159990843
-0.0017544081791719,-0.0012684396189908,0.00128824853451166,0.0590081251007913
0.016525171376124,0.0119511018702826,0.0133808712219459,0.03196746044433
-0.0113373378750049,-0.00382743615001147,0.00208710573717324,0.316463307091778
-0.00594249882544259,-0.0011817562890342,0.00220193000280526,0.29806104701157
-0.00290255623251851,-0.00176649076322163,8.86712227668981e-05,0.0844731331365086
-0.00160564643204895,-0.00121466055077619,0.000599327356565022,0.0601465766177009
-0.00250884496719806,-0.00181405239176748,5.85725665697397e-07,0.0509637266607899
-0.0021060789376187,-0.00156983183532556,0.000245290374566421,0.0714580469783741
-0.00241122918033739,-0.00173815389602804,7.54650813881054e-05,0.0500704975517538
-0.00117435692756467,-0.000282433440320564,0.000448921785938182,0.0107185323351237
0.0499205087440382,0.043542109344768,0.0463484334066153,0.109475466778792
0.00288714101240469,0.00653034713648587,0.00726314012625297,0.0229571700229225
0.00199744165766731,0.000179125318498699,0.000915143151849098,0.0090897062602673
-0.00365618894379961,-0.0042088295481028,0.00322767876407433,0.220772121285708
0.0238875929141416,0.0194567034629356,0.0216681014314318,0.0964047927169249
-0.00143186532029175,-0.000995817467805923,9.94851981178464e-05,0.0666059232093913
0.00206714296966279,0.00234685811874591,0.00379870744064897,0.042324104163473
-0.00174799346421652,-0.0012336332574322,0.000216572623808143,0.0154351035230242
0.00381778848380453,-0.00234599149832159,0.00128608230486224,0.28479685170401
0.00340417848304276,0.001403735268642,0.00338003914534893,0.12723177102143
-0.00319188884716477,-0.00229244900472377,0.000361718201274516,0.144468616952176
0.0874931605819778,-0.000205080896712675,0.015484628541475,0.709958631639261
-1.22703090919048e-05,-0.000318702004137457,0.000212531774098236,0.0295297531337658
-0.0400320697375197,0.00969404835995581,0.0109059708545424,0.492113722740667
0.0541188135173098,0.0648928561314977,0.134937135476481,-0.0622004232342112
-0.0328389830508477,-0.0137480724482907,0.0025807220081147,0.19689009579963
-0.0327249827713221,0.0104214153879541,0.015031002966669,0.0953435102820054
0.215554569653949,0.279000563309592,0.285332248957581,0.0124034702394797
0.0150682906541975,0.0321370665288402,0.0465093712301154,-0.0646653093331454
-0.00890643127810666,-0.0194485002108683,0.0096156096721938,-0.108234834929675
-0.0192511155675594,-0.00694613628345299,0.0453273805508393,-0.0833389158066255
0.0263089689857503,0.0733054032075554,0.0791572900696606,-0.0297309179723552
0.014896351752106,0.00940967995943682,0.0158559007261961,-0.279281420003069
-0.00790469973165855,0.0096615591464523,0.0222390589990832,-0.323011505730784
-0.0535810874581504,0.00877255024470298,0.0216379969927511,-0.442285806852364
-0.0518201310983626,0.0104728670928044,0.0234216588547322,-0.503311275216633
0.00631641333088079,0.0105173296528591,0.02574861597197,-0.347814639937686
-0.00425079167903583,0.00460820537976223,0.0203946419927272,-0.135818859611305
-0.0275539061443514,-0.000729443151959668,0.0137259551745266,-0.147536155201368
-0.00172040105364484,0.00913344638503224,0.0235759075470616,-0.252501245605013
-0.0414427698050441,0.000818828929648996,0.01645601840559,-0.216631145828159
-0.0114681524595672,0.0025147403772876,0.00969030913237878,-0.190045017481655
0.0061264676975631,0.0174338951231844,0.0540330808967035,-0.135837713865665
-0.000765538125593683,0.00270715450382181,0.00532780073605474,-0.412337021052383
0.373101794953495,0.310067757499563,0.318241692912493,0.251102809902317
0.00255305247051793,0.00657228506055696,0.0129155131556855,-0.188909146015261
0.0194825152675525,0.00363396157120725,0.00399407706438399,0.0510279060070557
0.112760111859389,0.0246399573133947,0.0251261115742925,0.386688705015187
-0.000503240661507547,-0.000369562632797316,2.48487554984355e-05,0.0337465837813482
-0.000528677820023305,-0.000367048371573086,2.76830474543229e-05,0.0495600703681884
-0.000544926993529917,-0.000390041453994175,4.11967409496527e-06,0.0471883114708802
-0.000426916382709075,-0.000301321293869384,9.29926390653e-05,0.0283819020193716
-0.000329989544737895,-0.000197308369372659,0.000196266908988864,0.0498513573421045
-0.000487347888002339,-0.000354315324777509,3.95316813967343e-05,0.024417277704005
0.000111063812893933,6.96446844552394e-05,0.00046314302430456,0.0277959823842021
0.0011755056516545,0.000849923301748555,0.00124367010110248,0.0183838056208425
0.000321800819631039,0.000245363382282945,0.00063899520438432,0.0286968863265176
8.17698580201941e-05,-7.76445757949803e-06,0.0003864522293567,0.0532255293920639
0.00112587556293761,0.000812100127564708,0.0012052085180574,0.00947114329117899
-0.000414031897719033,-0.00031311446729837,8.0259886195426e-05,0.0386296354557757
-0.000430010617813935,-0.000267877452975607,0.000126956936493931,0.054127126096744
0.000454857955939587,0.000326742328489196,0.000720264183959929,0.0138565968703189
-0.000328973116899138,-0.000235585667904176,0.000158388181373578,0.0194660363595094
-0.000312577385326545,-0.000245533610796569,0.000148911324672555,0.0405944819071257
-0.000479541144510222,-0.000357702532756266,3.70221487044807e-05,0.0400811132880005
-0.000401719996192301,-0.000286968823648193,0.000106836024718092,0.0242344171484361
0.000168873325117038,0.000120829518477009,0.000514645136062715,0.0123612063341277
-0.000374439258094165,-0.000261157411886508,0.000133150660116123,0.0299671196042462
